first_air_date,genre_ids,id,name,original_language,original_name,overview,popularity,vote_average,vote_count
2013-10-06,[16],60761,Ace of Diamond,ja,ダイヤのA,"Eijun Sawamura is a pitcher who joins an elite school with a brilliant catcher named Kazuya Miyuki. Together with the rest of the team, they strive for Japan's storied Koushien championships through hard work and determination.",124.762,7.8,55
2016-10-08,"[16, 18]",65336,March Comes in Like a Lion,ja,３月のライオン,"Rei is a 17-year old professional shōgi player, who lives by himself, not having a real family, and has scarcely any friends. Among his acquaintances is a family, which consists of a young woman, Akari, and two young girls, Hinata and Momo, and who also keep a numerous number of cats.",124.13799999999999,8.0,99
1981-10-14,"[16, 35, 10765, 10751]",34163,Urusei Yatsura,ja,うる星やつら,"An alien race known as the Oni arrive on Earth to invade the planet. Instead of taking over the planet by force, the Oni give humans a chance to fight for the rights to the planet by taking part in a competition. The computer-selected human player is Ataru Moroboshi, a lecherous, unlucky and stupid high school student from the Japanese city of Tomobiki, and the Oni player is Princess Lum, daughter of the leader of the Invasion force.",123.428,7.6,29
2022-10-09,"[16, 10759, 18]",131041,BLUELOCK,ja,ブルーロック,"After a disastrous defeat at the 2018 World Cup, Japan's team struggles to regroup. But what's missing? An absolute Ace Striker, who can guide them to the win. The Japan Football Union is hell-bent on creating a striker who hungers for goals and thirsts for victory, and who can be the decisive instrument in turning around a losing match...and to do so, they've gathered 300 of Japan's best and brightest youth players. Who will emerge to lead the team...and will they be able to out-muscle and out-ego everyone who stands in their way?",123.294,8.0,102
2023-10-04,"[16, 35, 10765]",217405,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness,ja,婚約破棄された令嬢を拾った俺が、イケナイことを教え込む,What does a young noblewoman freshly betrayed by her betrothed need most? A crash course in everything naughty! And who better to teach her than the feared hermit sorcerer who for some reason can’t help but pamper her to no end?,123.10799999999999,5.8,5
2023-07-10,"[16, 35, 18]",206799,Dark Gathering,ja,ダークギャザリング,"The story centers on Keitarou Gentouga, who has the ability to be a spirit medium. In junior high school, he got someone else wrapped up in a spirit possession incident, and he has been a shut-in for more than two years. As he reintroduces himself to society as a private tutor, he meets a genius girl named Yayoi Houzuki. Yayoi is instantly able to tell that Keitarou has skill as a spirit medium, and she invites him to go with her to a haunted location. The two then start their journey capturing evil spirits.",121.95700000000001,7.1,7
2021-04-11,"[16, 10759, 10765]",100565,86 EIGHTY-SIX,ja,８６―エイティシックス―,"Called “Juggernaut,” these are the unmanned combat drones developed by the Republic of San Magnolia in answer to the attacks by the autonomous unmanned drones of the neighboring Empire of Giad, the “Legion”. But they’re only unmanned in name. In reality, they are piloted by the Eighty-sixers—those considered to be less than human and treated as mere tools. Determined to achieve his own mysterious ends, Shin, the captain of Spearhead Squadron, which is comprised of Eighty-sixers, continues to fight a hopeless war on a battlefield where only death awaits him.",121.818,7.9,113
2009-07-03,"[16, 35, 18, 9648]",46195,Monogatari,ja,化物語,"Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again.",121.69200000000001,8.1,420
1984-10-06,"[16, 10762, 10759, 10765]",4269,The Transformers,en,The Transformers,The Transformers is the first animated television series in the Transformers franchise. The series depicts a war among giant robots that can transform into vehicles and other objects.,121.65299999999999,7.9,328
2018-04-02,"[10759, 16, 35, 10762, 10765, 18]",80559,Puzzle & Dragons,ja,パズドラ,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday.",120.491,8.0,3
2014-07-04,"[10759, 16]",61374,Tokyo Ghoul,ja,東京喰種トーキョーグール,"Ken Kaneki is a bookworm college student who meets a girl names Rize at a cafe he frequents. They're the same age and have the same interests, so they quickly become close. Little does Kaneki know that Rize is a ghoul – a kind of monster that lives by hunting and devouring human flesh. When part of her special organ – ""the red child"" – is transplanted into Kaneki, he becomes a ghoul himself, trapped in a warped world where humans are not the top of the food chain.",119.74600000000001,8.4,2099
2019-07-31,"[16, 10759]",90660,Kengan Ashura,ja,ケンガンアシュラ,"Since the Edo periods of Japan, gladiator arenas exist in certain areas. In these arenas, wealthy business owners and merchants hire gladiators to fight in unarmed combat where winner takes all. Toki Taouma, nicknamed ""Ashura,"" joins these arenas and devastates his opponents. His spectacular ability to crush his enemies catches the attention of the big business owners, including the Nogi Group chairman, Nogi Hideki.",119.54700000000001,8.4,760
2016-07-12,"[16, 10759, 35]",67075,Mob Psycho 100,ja,モブサイコ100,"Shigeo Kageyama, a.k.a. ""Mob,"" is a boy who has trouble expressing himself, but who happens to be a powerful esper. Mob is determined to live a normal life and keeps his ESP suppressed, but when his emotions surge to a level of 100%, something terrible happens to him! As he's surrounded by false espers, evil spirits, and mysterious organizations, what will Mob think? What choices will he make?",119.265,8.5,994
2002-10-21,"[10759, 16, 35]",46392,Duel Masters,ja,デュエル・マスターズ,"A mysterious organization is interested in fledging duelist Shobu Kirifuda's ability to bring Duel Master creatures to life. With the support of his friends, Shobu duels with passion, discipline, and heart as he strives to be like his father and become the next Kaijudo master.",118.166,5.7,11
2017-07-12,"[18, 16]",72517,Classroom of the Elite,ja,ようこそ実力至上主義の教室へ,"Koudo Ikusei Senior High School is a leading prestigious school with state-of-the-art facilities where nearly 100% of students go on to university or find employment. The students there have the freedom to wear any hairstyle and bring any personal effects they desire. Koudo Ikusei is a paradise-like school, but the truth is that only the most superior of students receive favorable treatment.

Ayanokouji Kiyotaka is a student of D-class, which is where the school dumps its ""inferior"" students in order to ridicule them. For a certain reason, Kiyotaka was careless on his entrance examination, and was put in D-class. After meeting Horikita Suzune and Kushida Kikyou, two other students in his class, Kiyotaka’s situation begins to change.",118.01,8.5,587
2018-04-09,"[10759, 16, 35]",76757,Golden Kamuy,ja,ゴールデンカムイ,"In the early twentieth century, Russo-Japanese War veteran Saichi “Immortal” Sugimoto scratches out a meager existence during the postwar gold rush in the wilderness of Hokkaido. When he stumbles across a map to a fortune in hidden Ainu gold, he sets off on a treacherous quest to find it. But Sugimoto is not the only interested party, and everyone who knows about the gold will kill to possess it! Faced with the harsh conditions of the northern wilderness, ruthless criminals and rogue Japanese soldiers, Sugimoto will need all his skills and luck—and the help of an Ainu girl named Asirpa—to survive.",117.786,7.5,57
2012-04-03,"[16, 35, 10759, 10765]",43168,NARUTO Spin-Off: Rock Lee & His Ninja Pals,ja,NARUTO SD ロック・リーの青春フルパワー忍伝,"Welcome to the Hidden Leaf Village. The village where Uzumaki Naruto, star of the TV show ""Naruto"" makes his home. Every day, countless powerful ninjas carry out missions and train to hone their skills. Our main character is one of these powerful ninjas...but it's not Naruto! It's the ninja who can't use ninjutsu, Rock Lee!",116.47399999999999,6.3,42
2014-07-07,"[16, 18, 10759]",61223,Akame ga Kill!,ja,アカメが斬る！,"Young Tatsumi travels to the capital of the Empire in order to earn money for his starving people and encounters a world of unimaginable depravity, dominated by the ruthless Prime Minister who controls the child Emperor. Tatsumi is recruited by Night Raid, a group of assassins dedicated to eliminating corruption by mercilessly killing officials and privileged nobles.",115.831,8.4,912
2008-04-02,"[16, 10765, 10759]",20695,Yu-Gi-Oh! 5D's,ja,遊☆戯☆王5D's,"The future of dueling is revving up! And with it begins a new legend! Yu-Gi-Oh! 5D's!

Welcome to New Domino City! Once the playground to legendary duelist Yugi Muto, this sprawling metropolis has since been transformed into a futuristic society where dueling has kicked into overdrive. With recent technological advancements made by KaibaCorp, dueling has undergone a metamorphosis that has revolutionized the makeup and pace of the game! It’s now a heart-pounding, adrenaline-filled and fuel injected competition where duelists ride supercharged hyper cycles called Duel Runners and battle it out in hi-octane contests called “Turbo Duels.” The winners and losers aren’t just separated by skill and strength… but by SPEED!

However, for five special duelists, it's not just about winning or losing anymore - it's about survival, for they are the chosen ""Signers"" who have been marked by destiny to uncover the secrets of the five dragons!",115.43299999999999,8.1,158
