first_air_date,genre_ids,id,name,original_language,original_name,overview,popularity,vote_average,vote_count
2021-07-08,"[16, 18, 10759, 10765]",110642,Resident Evil: Infinite Darkness,en,Resident Evil: Infinite Darkness,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",53.406000000000006,7.7,765
2021-07-14,"[16, 35]",103962,Mother of the Goddess' Dormitory,ja,女神寮の寮母くん。,"Down-on-his-luck Koushi Nagumo wanders the streets unemployed, homeless and in search of his next meal. His fortunes improve after a chance meeting with a vivacious young woman whose proposition seemingly solves nearly all his problems. Thanks to her, Koushi enters the welcoming halls of a dormitory at a women’s college… only this particular assignment is no stuffy, sleepy affair. The Goddess’ Dormitory is known for housing the college’s most unruly students! If he wants to keep a roof over his head, Koushi must become the “Dormitory Mother” charged with maintaining order and good discipline. But doing his job and keeping his sanity are no small feat with characters as endearingly eccentric and untamable as these!",53.245,7.2,28
1981-10-09,"[10751, 16, 10759, 35, 10765]",5341,Dogtanian and the Three Muskehounds,es,D'Artacan y los Tres Mosqueperros,"Dogtanian and the Three Muskehounds is an animated cartoon adaptation of the classic Alexandre Dumas story of d'Artagnan and The Three Musketeers. Most of the characters are anthropomorphizations of dogs, hence the title of the cartoon; although there are a few exceptions, most notably Dogtanian's two sidekicks Pip the mouse and Planchet the bear, among several others.",53.153999999999996,7.3,41
1978-03-14,"[10759, 16, 10765]",31714,Space Pirate Captain Harlock,ja,宇宙海賊キャプテンハーロック,"When a mysterious invader from the stars catches Earth unawares, only the legendary space pirate Captain Harlock and the crew of the Arcadia have the will to stand against them.",53.131,7.0,29
2012-10-09,"[10759, 16, 35]",43967,Girls und Panzer,ja,ガールズ&パンツァー,"In this world, Sensha-do (戦車道), the art of tank-combat, is a traditional Japanese martial art for girls. Miho, a girl who just transferred into the Ōrai Girls' Academy in Ibaraki Prefecture, has been ordered by the academy's student council chairperson to join the school team and compete in the national Sensha-do championships.",53.093999999999994,6.6,52
2016-10-07,"[16, 35]",68071,ALL OUT!!,ja,オールアウト!!,"In rugby, there is no ace striker, there is no number four batter, so who is the star of the team?  The story begins at school entrance ceremony of Kanagawa High School where Kenji Gion, a small but gutsy go-getter joins the rugby club. He joins with his classmate, Iwashimizu, who has a complicated past and sub-captain Hachiouji, who always takes good care of his Club members. Lastly, there is Captain Sekizan, who has overwhelming powers but keeps his cards close to his chest. With such differences in both personality and physical performance, the team must learn to work and grow together so they can become the best.",53.004,6.3,11
2009-04-05,"[16, 9648]",37807,Beyblade: Metal Saga,ja,メタルファイト ベイブレード,"A new cast of characters take on the continued battle between good and evil. Ginga, our hero, and his group of loyal friends take on a dangerous group called the Dark Nebula. Dark Nebula’s mission is to take over the world and unleash their evil upon it; but before they can do so, they must destroy Ginga as he is the only person that’s strong enough to stand in their way. The plot thickens as friends become enemies and enemies become allies. Everything starts and ends with Ginga as he struggles to find the strength to defend his world and the honor of Beyblade.",52.986000000000004,7.3,30
2023-07-01,"[16, 35, 18]",228663,Horimiya: The Missing Pieces,ja,ホリミヤ -piece-,"When the popular Hori and the gloomy Miyamura meet, they reveal another side of themselves. Could this be the start of something new?",52.943999999999996,7.6,22
2005-10-04,"[16, 18, 9648, 10765]",8974,Hell Girl,ja,地獄少女,"A supernatural system allows people to take revenge by having other people sent to Hell via the services of a mysterious entity and her assistants who implement this system. Revenge, injustice, hatred, and the nature of human emotions are common themes throughout the series.",52.913000000000004,8.2,212
2006-02-10,"[16, 18, 10765]",61752,Hellsing Ultimate,ja,ヘルシング アルティメット,"For over a century, the mysterious Hellsing Organization has been secretly protecting the British Empire from the undead. When Sir Integra Hellsing succeeded as the head of the organization, she also inherited the ultimate weapon against these supernatural enemies: Alucard, a rogue vampire possessing mysterious and frightening powers. Now, Hellsing must deal with a more dangerous threat than vampires.",52.718999999999994,8.5,547
2021-11-18,"[35, 16, 10759, 10751, 10765, 10762]",136752,Dogs in Space,en,Dogs in Space,"In the not-so-distant future, genetically enhanced dogs are sent across the universe in search of a new home for the human race. It’s a giant cosmic game of fetch, as the canines seek a planet that will save humanity and - more importantly - let them return to their beloved owners.",52.70399999999999,7.4,52
2018-04-07,"[16, 10759, 80, 9648, 10765]",78462,Devils' Line,ja,デビルズライン,"Tsukasa, a college student, is rescued from an attack by a devil, one of many vampires that can blend in among the human population. Anzai, her savior, is a half-devil who exploits his supernatural gifts as a member of a shadowy police task force that specializes in devil-related crime in Tokyo. As Anzai continues to keep guard over Tsukasa, the two quickly forge a tentative bond—one that Anzai fears will test his iron-clad rule of never drinking human blood...",52.692,7.9,176
2007-01-11,"[16, 18, 35]",45527,Nodame Cantabile,ja,のだめカンタービレ,"Shinichi Chiaki is a first class musician whose dream is to play among the elites in Europe. Coming from a distinguished family, he is an infamous perfectionist; not only is he highly critical of himself, but of others as well. The only thing stopping Chiaki from leaving for Europe is his fear of flying. As a result, he's grounded in Japan.

During his 4th year at Japan's top music university, Chiaki happens to meet Noda Megumi—or as she refers to herself, Nodame. On the surface, she seems to be an unkempt girl with no direction in life. However, when Chiaki hears Nodame play the piano for the first time, he is in awe at the kind of music she plays. To Chiaki's dismay, Nodame moves into the apartment next to his and finds out that she is head-over-heels in love with him.",52.636,8.0,25
2005-10-06,"[10759, 16, 18, 10765, 35]",22634,Shakugan no Shana,ja,灼眼のシャナ,"The world has become a slaughtering ground for the Crimson Denizens, mysterious beings from a parallel universe who thrive on the life energy of humans. These merciless murderers only leave behind scant remainders of souls called ""Torches,"" which are mere residues that will eventually be destroyed, along with the very fact of the victims' existence from the minds of the living. In an ambitious endeavor to put an end to this invisible, hungry massacre, warriors called Flame Hazes relentlessly fight these monsters.

One fateful day, Yuuji Sakai ceases to be a regular high schooler—he becomes trapped in a crevice of time and is suddenly attacked by a Denizen. Coming to his rescue just in the nick of time is a nameless hunter who seems no different from an ordinary young girl except for her blazing eyes and burning crimson hair. However, before Yuuji can learn anything more about his situation, he discovers that he has already been reduced to a Torch—merely a scrap of memory waiting to be extinguished.",52.61600000000001,7.4,82
2008-10-02,"[16, 35, 18]",42916,Toradora!,ja,とらドラ！,"Ryūji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger."" One day, an embarrassing mistake causes the two students to cross paths. Ryūji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yūsaku Kitamura, who happens to be his best friend. But things only get crazier when Ryūji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.",52.51,8.3,522
1999-06-30,"[16, 35, 18]",43017,Great Teacher Onizuka,ja,グレート・ティーチャー・オニヅカ,"About Eikichi Onizuka, a 22-year-old ex-gangster member and a virgin. He has one ambition that no one ever expected from him. His solely life purpose is to become the greatest high school teacher ever.",52.483999999999995,8.3,164
1996-10-05,"[16, 10759, 35]",43032,You're Under Arrest!,ja,逮捕しちゃうぞ,Tokyo Highway Patrolwomen Natsumi and Miyuki get off to a bad start when Miyuki busts Natsumi for reckless moped driving on her way to work. Things get worse when they find out they're going to be partners!,52.385,7.2,5
2008-04-03,"[16, 10759]",5857,Macross Frontier,ja,マクロス Frontier,A human space colony fleet is trying to find a habitable planet near the center of the Milky Way Galaxy. The story focuses on three young adults and the events that occur around them as the fleet faces a crisis of alien origin.,52.327,7.7,23
2022-07-06,"[16, 35]",129516,My Stepmom's Daughter Is My Ex,ja,継母の連れ子が元カノだった,"Ah, high school. Is there any better place to start fresh after a horrible middle school relationship? Nope! Not unless your ex ends up at the same school as you and is now your stepsibling. What was supposed to be a sanctuary of peace where I could avoid ever seeing her again has become a living nightmare! Everywhere I look, I see her—in my house, in my school, in my class. There's no escape! She even claims that she's the older sibling. Like hell she is!

But I won't lose to her. After all, I'm the older brother in this new family situation. That's right, we're family now. No matter how much we may have thought we loved each other before, we saw one another's true colors and realized we weren't meant for each other. That's why even though we may keep up a buddy-buddy sibling act for the sake of our parents, things will never go back to the way they used to be.",52.297,6.4,38
2011-01-07,"[16, 18, 9648]",38560,Gosick,ja,ゴシック,"Set in a fictional European country in 1924, a Japanese exchange student meets a mysterious, brilliant girl who only leaves the library to sleep. Her brother, a detective, relies on her exceptional mind to solve difficult mysteries.",52.295,7.8,36
2016-04-08,"[10759, 16, 10765]",65945,Kabaneri of the Iron Fortress,ja,甲鉄城のカバネリ,"As the world is in the middle of an industrial revolution, a monster appears that cannot be defeated unless its heart, which is protected by a layer of iron, is pierced. By infecting humans with its bite, the monster can create aggressive and undead creatures known as Kabane. On the island Hinomoto, located in the far east, people have built stations to shelter themselves from these creatures. People access the station, as well as transport wares between them, with the help of a locomotive running on steam, called Hayajiro. Ikoma, a boy who lives in the Aragane station and helps to build Hayajiro, creates his own weapon called Tsuranukizutsu in order to defeat the creatures. One day, as he waits for an opportunity to use his weapon, he meets a girl named Mumei, who is excused from the mandatory Kabane inspection. During the night, Ikuma meets Mumei again as he sees Hayajiro going out of control. The staff on the locomotive has turned into the creatures. The station, now under attack by Kabane, is the opportunity Ikoma has been looking for.",52.282,6.8,120
2008-04-04,"[16, 10765, 35]",37517,The Tower of Druaga: The Aegis of Uruk,ja,ドルアーガの塔,"The Summer of ""Anu"": In a summer once every five years, demons in  the mysterious Tower of Druaga lose their powers due to the magic spell  cast by a god named ""Anu"". King Gilgamesh, ruler of the kingdom Uruk,  uses the appearance of demons as an excuse to invade the tower and find  out the construct's secrets. As 80 years passed, the Uruk army managed  to fight back the demons and built a fortress city and safe haven on the  very first floor of Druaga—Metz Kier. Thus begins the story of a  warrior named Jil, who, finding companions along the way, embarks on a  quest for the fabled Blue Crystal Rod, a powerful artifact rumored to be  in the highest floor of Druaga. However, other competitors, including  the kingdom of Uruk itself, want the treasure, all for their own  reasons.",52.272,7.1,12
2002-04-10,"[16, 35, 18]",42567,Ai Yori Aoshi,ja,藍より青し,"Kaoru is a college boy with everything going for him. He lives in a mansion with his beautiful fiancé, Aoi, all his roommates are babes, and they all have the hots for him. There’s just one hitch: due to family complications, Kaoru and his beloved have to keep their engagement a secret. As he gets tangled in countless steamy situations, can Kaoru overcome temptation and stay true to the lovely Aoi?",52.193000000000005,7.8,74
2009-04-05,"[16, 10759, 10762]",91426,Jewelpet,ja,ジュエルペット,"A junior high school student named Rinko becomes partners with a rabbit Jewelpet named Ruby. Together they try to find the Jewel Charms that dropped from Jewel Land into the world of the humans. Along with their friends, Rinko and Ruby help others solve their problems while using the magic of Jewelpets.",52.148999999999994,8.0,3
2021-01-13,"[16, 18, 10765, 9648]",111255,Wonder Egg Priority,ja,ワンダーエッグ・プライオリティ,"Ai, a young girl with shut-in tendencies, who tries not to interact with others. She keeps one of her eyes hidden behind her hair. One day, she happens to stop by a deserted arcade, where she meets ""Aka."" Spinning the gacha at their urging, she acquires a ""Wonder Egg,"" and from that moment, her fate begins to change...",52.102,6.9,68
2010-04-05,"[16, 35]",45998,KissXsis,ja,kiss×sis,"The story begins with Keita Suminoe, a male third-year junior-high school student studying for his high school entrance exams. He is living in a home with his older twin stepsisters, Ako and Riko, who share no blood relation to him, and they help him prepare for his exams. Even though he initially dislikes himself for it, he begins to become attracted to his two step-sisters, and his two parents encourage him to eventually get married to one of them.",51.903999999999996,5.9,70
2019-10-01,"[16, 18]",92892,Ahiru no Sora,ja,あひるの空,"A stout, weak, yet highly passionate Sora Kurumatani enters Kuzuryuu High School with hopes that he’ll fulfill his mother’s wishes to dominate his first high school tournament. However, the basketball club—turned den for delinquents—does anything but play basketball! Its club members, Momoharu Hanazono, a skilled blocker who can do power jumps but is horrible at shooting, and his twin brother Chiaki, a talented point guard, has also lost interest in the sport. With just one game overwhelmed with adrenaline rush and excitement, and Sora’s pure love for the game, the youth’s burning out spirit for basketball rekindles.",51.882,8.4,172
2022-04-10,"[16, 35]",115694,Shikimori's Not Just a Cutie,ja,可愛いだけじゃない式守さん,"Shikimori seems like the perfect girlfriend: cute, fun to be around, sweet when she wants to be… but she has a cool dark side that comes out under the right circumstances. And her boyfriend Izumi loves to be around when that happens!",51.838,7.9,131
2001-04-01,"[10765, 16, 10759]",9302,Digimon Tamers,ja,デジモンテイマーズ,"A group of 12-year-old fans of the Digimon card game meet their own Digimon friends and start to duel ""bio-emerging"" Digimon who cross the barrier between the information network and their world.",51.74,8.6,309
2006-04-05,"[16, 35, 18]",1043,Ouran High School Host Club,ja,桜蘭高校ホスト部,"Ouran High is a school for the extremely wealthy or, in Haruhi's case, the extremely talented. But no amount of talent will help when Haruhi accidentally drops an eight million yen vase in a music room. The vase was the property of Ouran High School Host Club, a group of attractive young men who, for a fee, provide their time and affections for their lovesick clientele: the female students. Fascinated by this strange new specimen, a poor and clumsy commoner, they force Haruhi to work for them until the debt is repaid; but they get a lot more than they bargained for...",51.614,8.3,194
2013-10-03,"[16, 18, 10765]",61408,Nagi-Asu: A Lull in the Sea,ja,凪のあすから,"Long ago, all humans lived beneath the sea. However, some people preferred the surface and abandoned living underwater permanently. As a consequence, they were stripped of their god-given protection called ""Ena"" which allowed them to breathe underwater. Over time, the rift between the denizens of the sea and of the surface widened, although contact between the two peoples still existed.

This show follows the story of Hikari Sakishima and Manaka Mukaido, along with their childhood friends Chisaki Hiradaira and Kaname Isaki, who are forced to leave the sea and attend a school on the surface. There, the group also meets Tsumugu Kihara, a fellow student and fisherman who loves the sea.

Hikari and his friends' lives are bound to change as they have to deal with the deep-seated hatred and discrimination between the people of sea and of the surface, the storms in their personal lives, as well as an impending tempest which may spell doom for all who dwell on the surface.",51.608000000000004,7.5,31
2010-10-08,"[16, 35, 18, 10765]",56351,The World God Only Knows,ja,神のみぞ知るセカイ,"Keima is a dating sim champion. Cute girls are rendered powerless by his irresistible game playing techniques. Too bad things aren't that way in the real world. That is, until his tempting game playing causes a real live—and very bubbly-cute—demon hunter named Elsie to materialize! Now Elsie wants Keima to help her free hot girls from sneaky demons who secretly possess them.",51.592,6.9,30
2020-01-10,"[16, 9648, 35]",95269,Toilet-Bound Hanako-kun,ja,地縛少年花子くん,"First year high school student and occultist, Nene Yashiro summons ""Hanako-san of the Toilet"" to grant her romantic wishes. She ends up Hanako's spiritual assistant, helping him destroy supernatural beings and change rumors to balance the spirit and human worlds. Along the way, Nene learns about her connection to the spirit world and the dark secrets regarding Hanako's past.",51.467,8.6,666
2010-02-07,"[16, 10759, 35, 10765]",42981,HeartCatch PreCure!,ja,ハートキャッチプリキュア!,"Hanasaki Tsubomi is a girl in the second grade of middle school who likes flowers and plants. One day she experiences a weird dream. In that dream a large blooming tree appears. Suddenly it is losing all of its flowers and a fairy appears. A few days later after Tsubomi has transferred to Meidou Gakuen, suddenly the fairy from the dream appears before her and pleads to Tsubomi to become the legendary warrior Precure and protect the Tree of Hearts. However, Tsubomi declines as she doesn't think that she would be able to do that. However, a mysterious enemy suddenly strikes and steals the heartflower of Kurumi Erika, Tsubomi's new classmate. Now she doesn't have a choice. To retrieve Erika's heartflower she has to transform into Precure and fight. Working up the courage Tsubomi turns into Cure Blossom and a new chapter of the Legendary Warrior Precure begins!",51.369,9.1,7
2016-01-08,"[16, 18, 9648]",65249,ERASED,ja,僕だけがいない街,"Satoru Fujinuma is a struggling manga artist who has the ability to turn back time and prevent deaths. When his mother is killed he turns back time to solve the mystery, but ends up back in elementary school, just before the disappearance of his classmate Kayo.",51.327,8.5,946
1986-03-01,"[16, 10768, 10759, 18, 35, 10765]",5660,Mobile Suit Gundam ZZ,ja,機動戦士ガンダムZZ,"The year is Universal Century 0088. Directly after the end of the  Gryps War, Haman Karn and her army of Zeon remnants on the asteroid Axis  begin their quest of reviving the lost empire of the Zabi's, and  proclaim themselves as the Neo-Zeon. With the Earth Federation as  hapless as ever, only the Anti-Earth Union Group (AEUG) is able oppose  the plans of Neo-Zeon. In need of all the help it can get after being  decimated in the previous war and losing many of its key members, the  AEUG ship Argama enlists the aid of a young junk collector from the Side  1 colony of Shangri-La named Judau Ashta to pilot its newest mobile  suit, the ZZ Gundam.",51.306000000000004,7.1,17
2020-07-05,"[16, 35, 10765]",103830,The Titan's Bride,ja,巨人族の花嫁,"Koichi, a student about to graduate, is summoned to a world of Titans. It's the land of Tildant, where the prince, Caius, appears in front of Koichi and says, ""I want you to be my bride and give birth to my baby!""",51.193000000000005,6.5,19
2014-01-06,"[16, 35]",70036,Tonari no Seki-kun: The Master of Killing Time,ja,となりの関くん,"In the middle of class at a certain school, Rumi Yokoi, a diligent student, has her in-class life turned upside down when her desk mate Toshinari Seki begins to play by himself at his desk in class. Although Rumi is irked by Toshinari's distracting yet intricate playtime, she finds herself being drawn into his interesting hobby. Never being able to focus, Rumi observes Seki's stunning ways of slacking off in class.",51.152,6.8,27
2023-07-08,"[16, 35, 10759, 10765]",201363,My Unique Skill Makes Me OP Even at Level 1,ja,レベル1だけどユニークスキルで最強です,"Ryota Sato gets the surprise of his life when he's suddenly transported into another world and nearly clobbered at the hands of the young, pretty adventurer Emily Brown. This new world revolves around defeating monsters and profiting on whatever they drop—food, money, items, etc. Unfortunately for Ryota, he has no skills to speak of...until he learns he has the ability to get rare drops! Suddenly his luck turns around...or does it?",51.107,7.1,19
2000-04-19,"[16, 35, 18]",30992,Love Hina,ja,ラブひな,"Keitaro and his childhood sweetheart make a promise to be accepted at and to meet each other at the prestigous Toudai University before she moved out of his life. About a decade later, Keitaro has become an artist and a daydreamer, having ranked 27th from the last in the national practice exam. When his grandmother leaves the all-girls dormitory, he becomes the residential manager and soon meets up with two Todai applicants who may have been that sweetheart, since he`s forgotten her name. Then there the other tenants like young Shinobu who was in despair until Keitaro helped her, Motoko the swordsmaster who sees men as evil distractions, Su Kaolo the genius child inventor and the sneaky Kitsune.",51.103,6.6,55
2004-07-25,"[10759, 16, 18, 9648, 10765]",42671,Elfen Lied,ja,エルフェンリート,"The Diclonius, a mutated homo sapien that is said to be selected by God and will eventually become the destruction of mankind, possesses two horns in their heads, and has a ""sixth sense"" which gives it telekinetic abilities. Due to this dangerous power, they have been captured and isolated in laboratories by the government. Lucy, a young and psychotic Diclonius, manages to break free of her confines and brutally murder most of the guards in the laboratory, only to get shot in the head as she makes her escape. She survives and manages to drift along to a beach, where two teenagers named Kouta and Yuka discovers her. Having lost her memories, she was named after the only thing that she can now say, ""Nyuu,"" and the two allow her to stay at Kouta's home. However, it appears that the evil ""Lucy"" is not dead just yet...",51.083999999999996,8.4,1133
2023-02-05,"[16, 10759, 35, 10765]",213883,Soaring Sky! Pretty Cure,ja,ひろがるスカイ！プリキュア,"A major incident has occurred in the peaceful Sky Land!? The young Princess Eru has been kidnapped by the monsters of Underg Empire! A brave young girl, Sora, follows the princess through a mysterious hole. ""TV""? ""Cars""? Are those some kind of magic tools!?!?

But there's no time to be surprised! She has to get the princess back to the castle...! Flying between two worlds! The adventure with the Pretty Cure begins now!

It's hero time!",51.016999999999996,7.3,5
2009-04-12,"[16, 35, 18]",34744,Hatsukoi Limited.,ja,初恋限定。,"Ayumi and her friends are all just entering the eighth grade, as, one by one, they discover that love is infectious and you can catch it from anyone! Now Ayumi's torn between two brothers, Koyoi has an altogether different kind of brother issue and budding theatrical impresario Sumire seems ready to do anything to land her leading man. Then there's tom-boy Rika, aspiring artist Nao, Kei, who's very 'mature' for her age and older girl Misaki who really IS more mature.",50.966,8.0,7
2021-10-13,"[16, 10765, 10759]",128118,Deep Insanity: The Lost Child,ja,ディープインサニティ ザ・ロストチャイルド,"A mysterious illness. An underground realm at its origin. Gifted with immunity, one young man enters to find a cure.",50.926,7.2,6
2019-04-06,"[16, 35]",87462,Ao-chan Can't Study!,ja,みだらな青ちゃんは勉強ができない,"Ao Horie’s father, a popular erotic fiction author, chose Ao’s name because A stands for “apple” and O stands for “orgy”! Desperate to escape her father’s legacy and get into a prestigious university, Ao devotes herself to studying instead of pursuing romance. She has no time for boys, but there’s just one problem: Kijima, her handsome and popular classmate, just confessed his love to her! And to make matters worse, she can’t stop thinking dirty thoughts about him! Looks like escaping her father’s influence will be harder than she thought…",50.723,7.8,174
2016-04-02,"[16, 80, 18, 9648]",66103,Ace Attorney,ja,逆転裁判〜その「真実」、異議あり！〜,"A rookie lawyer Ryuuichi Naruhodou stands up to save his defendants by proving their innocence from unusual cases! Is the defendant guilty or innocent...? Believing his client's innocence Naruhodou stands in court and battles his rival judges. With the word of ""OBJECTION!"" and limited evidence, Naruhodou makes a comeback when all odds are against him and seems like there is nothing more he can do. Don't miss out on the comical episodes between him and his mentor Chihiro Ayasato, assistant Mayoi Ayasato, rival prosecutor Reiji Mitsurugi, and numerous unique characters! The anime also depicts the childhood relationship between Naruhodou and his friends. With the skills inherited from his mentor Naruho reveals the truth!",50.693999999999996,6.9,27
2021-07-04,"[9648, 16, 18]",117061,The Detective Is Already Dead,ja,探偵はもう、死んでいる。,"Kimizuka Kimihiko is a crisis-magnet. So it is no surprise when his rather mundane flight suddenly enters a state of emergency with a dire need of a detective onboard. Unfortunately, his attempt at avoiding trouble is foiled by a beautiful girl with silver hair who goes by the codename Siesta. Declaring herself a detective, she unceremoniously drags Kimizuka into the case as her assistant. That incident spelled the beginning of an adventure around the globe that went beyond his wildest imagination. Putting their lives on the line, the two took down criminal organizations, prevented disasters, and saved thousands. But the curtain closed to their epic journey with Siesta's untimely death three years later. Resolving to live an ordinary high school life this time, Kimizuka spends a year maintaining a low profile. However, as fate would have it, a girl with an uncanny resemblance to Siesta comes crashing into his life, threatening to throw his peaceful days into disarray.",50.69,5.5,38
2021-10-03,"[16, 35]",129599,Waccha Primagi!,ja,ワッチャプリマジ！,"“PriMagi” is a form of entertainment created by singing, dancing and fashion! There's a secret to this magical, sparkling stage! Yes, seriously, it really is ""magic""! The main character, Hibino Matsuri, is a first year junior high school student who yearns to do ""PriMagi"". One day, she is scouted to join ""PriMagi"" by the wizard ""Miyam"", who suddenly appears!! The two of them work together to be at the top of ""PriMagi"", so they don't lose to their rivals!",50.658,8.0,2
2014-07-05,"[16, 10759, 10765]",61259,Aldnoah.Zero,ja,アルドノア・ゼロ,"In 1972, the Apollo 17 mission discovered a hypergate to Mars on the surface of the moon. Soon a war breaks out between Earth and Mars, and Martian soldiers begin to descend from the sky, riding steel giants, intent on exterminating humanity.",50.582,7.7,124
2001-10-03,"[16, 18, 10759]",3251,X,ja,X−エックス−,"It's the year of destiny and 15 year old Kamui Shirō, a powerful  psychic, has returned to Toyko after a 6 year absence. He returns to protect his childhood friends, Fūma, and Fūma's younger sister, Kotori. But destiny and fate are haunting Kamui and pulling in himself and his loved ones. It is his destiny to decide the fate of the world and mankind, no matter if he wants the role or not.",50.571999999999996,7.5,93
2022-10-01,"[16, 35, 10759, 10765]",203780,Beast Tamer,ja,勇者パーティーを追放されたビーストテイマー、最強種の猫耳少女と出会う,"Rein is a Beast Tamer who fights alongside heroes to bring down the Demon King. But one day his comrades declare him useless and kick him out of the party, after which he decides to start a carefree life as an adventurer. During the test he must pass to become an adventurer, he runs into a girl named Kanade who is being attacked by a monster. Rein risks his life to make sure she can escape, but then she brings down the monster in one hit. It turns out that Kanade is from the inordinately powerful tribe of cat people, one of the strongest species! She becomes attracted to his combination of talent and gentle nature and asks: ""Would you try to tame me?"" Rein forms a contract with the strongest cat-eared girl and starts his new life as an adventurer. The heroes who kicked him out of the party, as well as other stronger species, take notice of his power.",50.567,7.6,30
2014-10-03,"[16, 10765, 35, 18]",63453,Garo: The Animation,ja,牙狼[GARO]-炎の刻印-,"Mendosa, the chief adviser of the king of Valiante, begins a campaign to hunt down ""witches,"" resulting in the deaths of many magical knights and their sorcerer assistants. Anna, a sorceress married to the knight Herman Lewis, gives birth to a son before her execution. Herman takes their child, Leon, and flees, raising him to be the heir of the legendary Golden Armor. By the time Leon grows up, Valiante is completely in the control of Mendosa, who drives out Prince Alfonso and his mother. Alphonso decides to seek out the man who inherited the Golden Armor to reclaim the throne and save his people.",50.553000000000004,8.4,9
2023-01-10,"[16, 10759, 10765]",194718,Reborn to Master the Blade: From Hero-King to Extraordinary Squire,ja,英雄王、武を極めるため転生す ～そして、世界最強の見習い騎士♀～,"After living a life devoted to serving his country and people, Inglis’ one wish to be free of a king’s burden and to train was actually heard, but as a beautiful girl! Reborn in the far future as a daughter to renowned knights, Inglis can now focus on mastering the martial arts. A wish has been granted, and Inglis will be on the front lines fulfilling the dream of becoming the strongest knight.",50.525,6.7,26
2013-10-04,"[10759, 16, 35, 10765]",60728,Kill la Kill,ja,キルラキル,"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuuin. Transfer student, Ryuuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuuin knows the identity of the killer but when Ryuuko confronts her she is beaten by the student council and their powerful ""goku uniforms"" whom she cannot match in strength. However, once Ryuuko receives her own ""Kamui"" by the name of Senketsu , the odds are lifted in her favor.",50.45,8.3,403
2019-10-03,"[16, 10765, 35, 18]",91768,Ascendance of a Bookworm,ja,本好きの下剋上 司書になるためには手段を選んでいられません,"Avid bookworm and college student Motosu Urano ends up dying in an unforeseen accident. This came right after the news that she would finally be able to work as a librarian as she had always dreamed of. When she regained consciousness, she was reborn as Main, the daughter of a poor soldier. She was in the town of Ehrenfest, which had a harsh class system. But as long as she had books, she didn't really need anything else. However, books were scarce and belonged only to the nobles. But that doesn't stop her, so she makes a decision... ""If there aren't any books, I'll just create some.""",50.387,8.2,84
1965-10-06,"[16, 18]",8853,Kimba the White Lion,ja,ジャングル大帝,"The adventures of Leo, a young lion cub who becomes king of the jungle when his father, the previous king of the jungle is killed by a human hunter.",50.316,6.2,14
2021-10-04,"[16, 18, 10765]",121017,Irina: The Vampire Cosmonaut,ja,月とライカと吸血姫,"The first astronaut in human history was a vampire girl.

Following the end of World War II, the world-dividing superpowers, Federal Republic of Zirnitra in the East and United Kingdom of Arnack in the West, turned their territorial ambitions toward space. Both countries have been competing fiercely for development.

East history 1960. Gergiev, the chief leader of the Republic, announces the manned space flight program Project Mechtat (Dream), which, if successful, would be the first feat for humankind. At that time, Lev Leps, a substitute astronaut candidate, is ordered to perform a top secret mission. The ""Nosferatu Project""—a program that experiments with vampires prior to manned missions—will use Irina Luminesk as a test subject, and Lev is to monitor and train her.

Even while trifled by the walls of the race and ego of the nations, Lev and Irina share a genuine sentiment as they aim for the universe.",50.273999999999994,7.0,18
2010-07-09,"[16, 18, 10765, 9648]",36581,Shiki,ja,屍鬼,"Sotobamura is a small village with around 1300 residents; so small the village isn't even connected to a single highway. An isolated village in which old customs, such as the burial of the dead, are still practiced. One day, the bodies of three people are found dead. Although Ozaki Toshio, the village's lone doctor, feels uncertain, he treats the deaths as a normal occurrence. However, in the days following, the villagers start to die one after the other.",50.201,8.1,183
2019-04-10,"[16, 35, 10759, 10765]",85844,Wise Man's Grandchild,ja,賢者の孫,"In the modern world, a lonely man dies and reincarnates in another world. Rescued as a baby from a tragedy by a brilliant sage named Merlin, the baby is raised as “Shin Walford,” and undergoes training in both magic and martial arts to kill the monsters that ravage the land. At 15 years old, Shin has become shockingly powerful. But his grandfather Merlin has forgotten to teach him the common sense of this world.

As a result, Shin enrolls in the kingdom's Magic Academy to hone his skills and mature among other teenagers. However, living a normal life is impossible, as he is established as a local celebrity almost as soon as he arrives.

This story follows Shin Walford's high school life in the capital as he makes new friends, learns about the world, and fights off the various forces of evil surrounding him and his city.",50.198,8.2,280
